"Petition","URL","State","Signatures Count"
"Disqualify current or ex Solicitors, Barristers & Judges from becoming MPs","https://petition.parliament.uk/petitions/714023","closed",44
"Review the police response to assaults on mental health nurses","https://petition.parliament.uk/petitions/714028","closed",6727
"Require hunting hounds to wear muzzles when on a trail or clean boot hunt","https://petition.parliament.uk/petitions/714034","closed",92
"Ensure companies don't make excess profits to bring prices down to a fair amount","https://petition.parliament.uk/petitions/714048","closed",65
"Close the child maintenance payment loophole for parents working abroad","https://petition.parliament.uk/petitions/714054","closed",43
"Fund offer of toxicology test for repetitive symptoms unexplained otherwise","https://petition.parliament.uk/petitions/714056","closed",2708
"Make it mandatory for all disabled bays to be painted yellow","https://petition.parliament.uk/petitions/714068","closed",66
"Climate policies: do more to engage and consider impacts on disabled people","https://petition.parliament.uk/petitions/714107","closed",93
"Give Wales the same funding per person for the rail network as England","https://petition.parliament.uk/petitions/714108","closed",974
"Abolish Vehicle Excise Duty and add the cost to Fuel Duty","https://petition.parliament.uk/petitions/714115","closed",35
"Review the legislation relating to asylum and refugees entering the UK","https://petition.parliament.uk/petitions/714121","closed",104
"Deport people with dual nationality who are found guilty of raping children","https://petition.parliament.uk/petitions/714124","closed",3562
"Fund free British Sign Language Courses for deaf people and their friends/family","https://petition.parliament.uk/petitions/714129","closed",567
"Make mortgage lenders consider rent as proof of affordability","https://petition.parliament.uk/petitions/714137","closed",73
"Stop funding for interfaith initiatives","https://petition.parliament.uk/petitions/714143","closed",25
"Introduce an Education Voucher Scheme for Equity in UK Education","https://petition.parliament.uk/petitions/714144","closed",76
"Increase funding for the NHS","https://petition.parliament.uk/petitions/714146","closed",64
"Do not repeal the Legacy Act","https://petition.parliament.uk/petitions/714168","closed",143
"Require magistrates courts to record court hearings so there is a record","https://petition.parliament.uk/petitions/714189","closed",52
"Amend the Health and Safety Act to make mental health training mandatory","https://petition.parliament.uk/petitions/714200","closed",544
"Ban the sale, ownership and access to smartphones for children 16 and under","https://petition.parliament.uk/petitions/714201","closed",692
"Raise the VAT threshold to £125,000","https://petition.parliament.uk/petitions/714203","closed",30
"Nationalise all public utilities: water, energy, telecoms, postal and buses","https://petition.parliament.uk/petitions/714210","closed",206
"Review the use of retail businesses as cover for illegality","https://petition.parliament.uk/petitions/714216","closed",327
"Require daily sports in schools and increase school sports funding","https://petition.parliament.uk/petitions/714217","closed",453
"Fund free prescriptions for organ transplant patient's lifelong medication","https://petition.parliament.uk/petitions/714221","closed",67
"Make assaulting a security worker a standalone offence","https://petition.parliament.uk/petitions/714242","closed",4492
"Fund more support for armed forces veterans when they leave","https://petition.parliament.uk/petitions/714248","closed",996
"Require inquests into the death of a child by suicide to be private","https://petition.parliament.uk/petitions/714260","closed",3030
"Make bullying a specific criminal offence","https://petition.parliament.uk/petitions/714263","closed",438
"Increase funding so councils can employ more lollipop people outside schools","https://petition.parliament.uk/petitions/714264","closed",27
"Make AED’s (Automated External Defibrillator) mandatory in public town centres","https://petition.parliament.uk/petitions/714269","closed",41
"Keep the requirement for voter ID when voting and limit postal voting","https://petition.parliament.uk/petitions/714271","closed",74
"Reverse the decision to axe the £4 million Latin Excellence Programme in schools","https://petition.parliament.uk/petitions/714298","closed",28
"Referendum on the UK to be neutral on Ukraine and end all bilateral agreements","https://petition.parliament.uk/petitions/714303","closed",2313
"Make Mental Health Assistant Practitioners (MHAPs) regulated professionals","https://petition.parliament.uk/petitions/714309","closed",36
"Allow Parliament to remove the London Mayor","https://petition.parliament.uk/petitions/714319","closed",39231
"Reform the British Spouse Visa System","https://petition.parliament.uk/petitions/714324","closed",1156
"Require social housing providers to allow XL bullies with exemption certificate","https://petition.parliament.uk/petitions/714335","closed",6220
"Fund Child Contact Centre visits for parents","https://petition.parliament.uk/petitions/714347","closed",211
"Reform the processes of arranging a funeral / collecting ashes","https://petition.parliament.uk/petitions/714368","closed",107
"NHS dental nurses to be entitled to an NHS pension","https://petition.parliament.uk/petitions/714371","closed",121
"End the Immigration Health Surcharge for National Insurance payers","https://petition.parliament.uk/petitions/714377","closed",48
"Funding for Gastric Pacemaker Treatment for Gastroparesis Patients","https://petition.parliament.uk/petitions/714390","closed",941
"Fund greater police presence in bike theft hotspots","https://petition.parliament.uk/petitions/714392","closed",583
"Make machines, which take payment on exit, mandatory for parking operators.","https://petition.parliament.uk/petitions/714398","closed",82
"Apply the same energy efficiency legislation to all property - not just rentals","https://petition.parliament.uk/petitions/714434","closed",979
"Review regulations imposed on tenants in temporary accommodation","https://petition.parliament.uk/petitions/714450","closed",89
"Make it illegal for the media to shame victims of romance fraud","https://petition.parliament.uk/petitions/714460","closed",151
"Scrap 100 Year Deal With Ukraine And Fund State Of The Art NHS Hospitals Instead","https://petition.parliament.uk/petitions/714468","closed",70
"Create an inclusive special envoy for home educating families","https://petition.parliament.uk/petitions/714481","closed",586
"Remove the expensive car supplement for secondhand cars","https://petition.parliament.uk/petitions/714484","closed",21
"Introduce random alcohol & drug testing within the House of Commons","https://petition.parliament.uk/petitions/714495","closed",2970
"Ban balaclavas except for winter activity use","https://petition.parliament.uk/petitions/714497","closed",779
"Create English regional assemblies (regional governments)","https://petition.parliament.uk/petitions/714502","closed",18
"Require general elections at least every 3 years instead of 5","https://petition.parliament.uk/petitions/714504","closed",113
"Require pension providers to contact their customers every 5 years","https://petition.parliament.uk/petitions/714517","closed",37
"Review how the legal system and police treat abuse cases","https://petition.parliament.uk/petitions/714518","closed",129
"Provide funding for a review of the efficacy of Pineal Gland Surgery ","https://petition.parliament.uk/petitions/714520","closed",2004
"Provide funding for a national crime reference number system","https://petition.parliament.uk/petitions/714521","closed",17
"Include more sports options for GCSE PE","https://petition.parliament.uk/petitions/714551","closed",1221
"Review the car insurance industry and car insurance premiums","https://petition.parliament.uk/petitions/714562","closed",67
"Introduce minimum age and driving experience for emergency response drivers","https://petition.parliament.uk/petitions/714563","closed",22
"Review assessment of and guidelines about ARFID in ASD children","https://petition.parliament.uk/petitions/714572","closed",38
"Make Nakba education part of the national curriculum","https://petition.parliament.uk/petitions/714586","closed",458
"Fund the NHS to employ Blood Bikers","https://petition.parliament.uk/petitions/714607","closed",61
"Shorten the school days in winter.","https://petition.parliament.uk/petitions/714623","closed",22
"Regulate the housing market more strictly","https://petition.parliament.uk/petitions/714639","closed",57
"Decrease the speed limit on country roads for the protection of animals","https://petition.parliament.uk/petitions/714644","closed",145
"Require all social media companies to allow infinite scrolling to be turned off","https://petition.parliament.uk/petitions/714658","closed",30
"Regulate & License the Non-Surgical Cosmetic Sector","https://petition.parliament.uk/petitions/714660","closed",99
"Raise the age of digital consent from 13 to 16","https://petition.parliament.uk/petitions/714661","closed",49
"Legal requirement to test and record blood group at birth for medical records","https://petition.parliament.uk/petitions/714669","closed",42
"Review and reform Cafcass to address systemic failings and protect families","https://petition.parliament.uk/petitions/714670","closed",245
"Remove people on the terror watch list from the UK","https://petition.parliament.uk/petitions/714695","closed",4758
"Amend Article 6 of the Human Rights Act to ensure a fair trial for Victims","https://petition.parliament.uk/petitions/714698","closed",74
"Remove Permitted Development rights for HMO property up to 6 unrelated persons.","https://petition.parliament.uk/petitions/714723","closed",81
"Require recycling facilities for blister packs in all dispensaries and chemists","https://petition.parliament.uk/petitions/714733","closed",466
"Give the Chagos Islands to the USA","https://petition.parliament.uk/petitions/714760","closed",37
"Do not introduce digital driving licences","https://petition.parliament.uk/petitions/714765","closed",862
"End the UK’s membership of the World Health Organisation","https://petition.parliament.uk/petitions/714790","closed",265
"Extend the closing date of the Plug-in Van and Truck Grant beyond 31 March 2025","https://petition.parliament.uk/petitions/714795","closed",15
"Add the subject of post-partum mental illness to the national curriculum","https://petition.parliament.uk/petitions/714804","closed",75
"Ban the Nazi salute, like in Germany, and Austria","https://petition.parliament.uk/petitions/714817","closed",734
"Fund all secondary schools to have metal detectors","https://petition.parliament.uk/petitions/714842","closed",74
"Increase the minimum sentence for the possession and use of a knife","https://petition.parliament.uk/petitions/714854","closed",81
"Fund airport-style security for all schools to screen students for drugs","https://petition.parliament.uk/petitions/714857","closed",20
"Require all household knives to have blunt ends","https://petition.parliament.uk/petitions/714865","closed",145
"Petition for Home Office to Add Residence number /  to Evisa","https://petition.parliament.uk/petitions/714882","closed",20
"Ban the sale of knives, crossbows and other weapons online","https://petition.parliament.uk/petitions/714887","closed",282
"Introduce national service for 16-year-olds who have serious criminal records","https://petition.parliament.uk/petitions/714896","closed",81
"Distinguish pets from other types of property in civil and family proceedings","https://petition.parliament.uk/petitions/714902","closed",5147
"Grant free British citizenship to Europeans with settled status","https://petition.parliament.uk/petitions/714914","closed",3429
"Review how NS&I contact Premium Bond prize winners","https://petition.parliament.uk/petitions/714919","closed",369
"Change cold weather payments so it's a daily payment","https://petition.parliament.uk/petitions/714920","closed",26
"Fund school dentists for every school","https://petition.parliament.uk/petitions/714925","closed",68
"Stop airport expansion: halt all airport expansion plans across the UK","https://petition.parliament.uk/petitions/714927","closed",10998
"Require all businesses to have environmental sustainability plans by 2030","https://petition.parliament.uk/petitions/714961","closed",37
"Name people under 18 who are found guilty of murder","https://petition.parliament.uk/petitions/714967","closed",79
"Stop bookmakers from banning or restricting customers","https://petition.parliament.uk/petitions/714988","closed",296
"Fund improvements for young people with SEND who visit GP surgeries","https://petition.parliament.uk/petitions/714990","closed",139
"Introduce military service sentences for carrying a bladed weapon","https://petition.parliament.uk/petitions/714998","closed",43
"Implement a ‘Statutory Dependents Pay’ for being off with your sick child","https://petition.parliament.uk/petitions/715000","closed",181
"Make ""ghost jobs"" illegal","https://petition.parliament.uk/petitions/715006","closed",329
" Increase funding to combat violence against women and girls in the UK & abroad","https://petition.parliament.uk/petitions/715036","closed",88
"Stop all non-British citizens from voting in elections","https://petition.parliament.uk/petitions/715041","closed",595
"Hold parents legally accountable for their children’s actions","https://petition.parliament.uk/petitions/715047","closed",61
"Provide funding for schools to hire a security guard to protect our children","https://petition.parliament.uk/petitions/715050","closed",42
"More direct communication between the NHS and the Government & Parliament","https://petition.parliament.uk/petitions/715059","closed",113
"Ban adoption when birth parents are alive","https://petition.parliament.uk/petitions/715062","closed",28
"Give small hospitality businesses 10% VAT relief","https://petition.parliament.uk/petitions/715075","closed",79
"Introduce whole life tariffs for under 18s who commit murder","https://petition.parliament.uk/petitions/715078","closed",149
"Reopen BNO applications for those born before 1997","https://petition.parliament.uk/petitions/715091","closed",548
"Lower the apprenticeship age to 14","https://petition.parliament.uk/petitions/715096","closed",63
"Require police to keep their body worn cameras on when dealing with people","https://petition.parliament.uk/petitions/715134","closed",48
"Make the carrying of ID cards mandatory","https://petition.parliament.uk/petitions/715184","closed",115
"Fund more shingles vaccines. Make it available for those age 60+","https://petition.parliament.uk/petitions/715203","closed",31
"Cease UK-Iraq trade and investment if child marriage is permitted in Iraq","https://petition.parliament.uk/petitions/715206","closed",58
"Provide funding to increase police presence on the streets","https://petition.parliament.uk/petitions/715220","closed",229
"Raise statutory maternity/paternity pay to match the National Living Wage","https://petition.parliament.uk/petitions/715292","closed",107966
"Regulate the keeping and breeding of all foxes, both native and non-native","https://petition.parliament.uk/petitions/715344","closed",70
"Repeal the Public Order Act 2023","https://petition.parliament.uk/petitions/715427","closed",1981
"Review how cases involving domestic violence are assigned to court location","https://petition.parliament.uk/petitions/715444","closed",34
"Re-join the Erasmus+ programme for UK students","https://petition.parliament.uk/petitions/715457","closed",305
"Ban the videoing of attacks being shared online","https://petition.parliament.uk/petitions/715470","closed",49
"Lower the age of criminal responsibility to stop gang culture and ASB","https://petition.parliament.uk/petitions/715473","closed",67
"Make it illegal for haulage companies to send HGVs into red weather warnings","https://petition.parliament.uk/petitions/715483","closed",104
"Grant the vote for London Mayor to all UK Residents","https://petition.parliament.uk/petitions/715511","closed",70907
"Pause and review the smart meter rollout","https://petition.parliament.uk/petitions/715512","closed",136
"Allocate annual funding to accelerate breakthroughs in MND research ","https://petition.parliament.uk/petitions/715520","closed",4848
"Require pickup of packaging boxes by companies making repeat deliveries","https://petition.parliament.uk/petitions/715546","closed",174
"Allow Gluten-Free applicants to join the British Army","https://petition.parliament.uk/petitions/715555","closed",58
"Introduce mandatory life sentences for child sex offences","https://petition.parliament.uk/petitions/715556","closed",2325
"Create a visa route for Palestinian Orphans and Simplify Adoption Processes","https://petition.parliament.uk/petitions/715558","closed",215
"Increase funding for ARFID treatment","https://petition.parliament.uk/petitions/715559","closed",1865
"Require food retailers to label products which are subject to shrinkflation","https://petition.parliament.uk/petitions/715577","closed",56
"Make bus travel free for secondary school students","https://petition.parliament.uk/petitions/715593","closed",122
"Ban schools from implementing policies relating to appearance except clothing","https://petition.parliament.uk/petitions/715608","closed",126
"Review the EHCP process. Timescales are not being met which is distressing.","https://petition.parliament.uk/petitions/715626","closed",1515
"Revoke visas of parents whose children are convicted of serious violent crime","https://petition.parliament.uk/petitions/715633","closed",93
"Implement a 5% Cap on Annual Council Tax Increases by Town and Parish Councils","https://petition.parliament.uk/petitions/715666","closed",79
"Change law so people over 16 get a whole life term if they commit knife crime","https://petition.parliament.uk/petitions/715668","closed",78
"Stop the closure of the Public Switched Telephone Network","https://petition.parliament.uk/petitions/715671","closed",57
"Add boxing and martial arts to the education curriculum","https://petition.parliament.uk/petitions/715681","closed",30
"Scrap the 100ml rule for hand luggage in airports","https://petition.parliament.uk/petitions/715696","closed",33
"Fund access to Lecanemab on the NHS","https://petition.parliament.uk/petitions/715702","closed",38
"Make it mandatory for drivers to provide Driving Licence to get insurance","https://petition.parliament.uk/petitions/715703","closed",1283
"Allow ICT (intracompany transfer) visas to count towards ILR","https://petition.parliament.uk/petitions/715704","closed",84
"Make a criminal offence not to label AI generated media & communication as such","https://petition.parliament.uk/petitions/715706","closed",253
"Introduce a right to roam law, also known as the right of responsible access","https://petition.parliament.uk/petitions/715708","closed",88
"Remove the VAT on Period Swimwear and Sportswear","https://petition.parliament.uk/petitions/715709","closed",847
"Retain the UK's stockpile of Plutonium and make more","https://petition.parliament.uk/petitions/715770","closed",139
"Fund a free, nationwide 'Parental Control App' to keep all children safe online","https://petition.parliament.uk/petitions/715773","closed",278
"Require local authorities to appoint a park homes officer","https://petition.parliament.uk/petitions/715781","closed",46
"Regulate price of car repairs and labour costs","https://petition.parliament.uk/petitions/715786","closed",34
"Allow Veterans who left before 1987 to claim compensation for hearing loss.","https://petition.parliament.uk/petitions/715800","closed",18429
"Scrap the UK Armed Forces’ blanket ban on recruits with diabetes","https://petition.parliament.uk/petitions/715802","closed",41
"Commit 1% of government spending to development of space activities","https://petition.parliament.uk/petitions/715831","closed",345
"Fund a full bursary and maintenance fund to train Learning Disability Nurses","https://petition.parliament.uk/petitions/715835","closed",3266
"Amend the Mobile Homes (Site Rules) (England) Regulations 2014","https://petition.parliament.uk/petitions/715848","closed",17
"Create a national process to ensure Mobile Homes Legislation is fully enforced","https://petition.parliament.uk/petitions/715850","closed",24
"Support Men’s Mental Health: End the Stigma, Expand Support, and Save Lives","https://petition.parliament.uk/petitions/715858","closed",69
"Put education on allergy & autoimmune based diets on the National Curriculum","https://petition.parliament.uk/petitions/715877","closed",34
"Allow the extension of visas for Ukrainian refugees not residing in the UK","https://petition.parliament.uk/petitions/715891","closed",69
"Ban AI companies from using music streaming to train AI","https://petition.parliament.uk/petitions/715896","closed",98
"More funding for GPs to provide face-to-face appointments and walk-in clinics","https://petition.parliament.uk/petitions/715936","closed",48
"Fund construction of new fighter jets","https://petition.parliament.uk/petitions/715946","closed",50
"Protect the 6 Nations Championship & Ensure Live Free to Air Broadcast","https://petition.parliament.uk/petitions/715965","closed",37
"Require sports to be available on free to air tv","https://petition.parliament.uk/petitions/715973","closed",144
"Abolish tuition fees for healthcare courses and pay students on NHS placements","https://petition.parliament.uk/petitions/716001","closed",8588
"Change the law so all investors can vote their shares","https://petition.parliament.uk/petitions/716003","closed",2580
"Fund more A&E services","https://petition.parliament.uk/petitions/716009","closed",45
"Make predatory lenders illegal in the UK","https://petition.parliament.uk/petitions/716015","closed",64
"Drivers arrested for drug driving to be banned immediately","https://petition.parliament.uk/petitions/716024","closed",252
"Reform Dog Laws: Licensing & Mandatory Training Instead of Breed Bans","https://petition.parliament.uk/petitions/716062","closed",93
"Make it legal responsibility for homeowners to maintain property exteriors","https://petition.parliament.uk/petitions/716071","closed",25
"Make it illegal to use ""enriched"" cages in farming ","https://petition.parliament.uk/petitions/716075","closed",97
"Ban the residential use of artificial grass","https://petition.parliament.uk/petitions/716095","closed",3274
"Teach Clare’s Law in school for young females & males","https://petition.parliament.uk/petitions/716100","closed",60
"Increase personal tax allowance for single parents","https://petition.parliament.uk/petitions/716144","closed",77
"Mandate life with minimum 40-year tariff for murder if the body is dismembered","https://petition.parliament.uk/petitions/716152","closed",65
"Make the Tour de France a Category A event so it is free-to-air","https://petition.parliament.uk/petitions/716157","closed",18471
"Require personal care in care homes to be done by carers of the same sex ","https://petition.parliament.uk/petitions/716189","closed",51
"Fund making Pet Neutering Free for all animals","https://petition.parliament.uk/petitions/716205","closed",56
"Change the law to allow 17 year olds to purchase alcohol in a pub","https://petition.parliament.uk/petitions/716208","closed",25
"Commit to not removing the presumption of parental involvement","https://petition.parliament.uk/petitions/716228","closed",920
"Change the law to tell parents if their child threatens suicide to a doctor","https://petition.parliament.uk/petitions/716245","closed",1541
"Require all workplaces to have Neurodiversity Advocates","https://petition.parliament.uk/petitions/716250","closed",154
"Non-molestation orders to be heard in magistrate or crown court not family court","https://petition.parliament.uk/petitions/716287","closed",25
"Require car parks to have an on-site payment point","https://petition.parliament.uk/petitions/716309","closed",146
"Require companies to provide information about supply chains for all products","https://petition.parliament.uk/petitions/716356","closed",54
"Replace RE with 'Equality and acceptance' in the national curriculum ","https://petition.parliament.uk/petitions/716357","closed",31
"Do not extend the BBC TV license fee to streaming services","https://petition.parliament.uk/petitions/716361","closed",353
"Require all MPs to publish their tax returns by law","https://petition.parliament.uk/petitions/716393","closed",687
"Stop building solar/wind farms until a cost-benefit analysis is made public","https://petition.parliament.uk/petitions/716397","closed",3396
"Stop benefits and free healthcare for immigrants who have not worked in the UK","https://petition.parliament.uk/petitions/716399","closed",12936
"Require airlines to allow name changes if a passenger can’t travel","https://petition.parliament.uk/petitions/716438","closed",32
"Increase Funding for Mental Health Services in Schools for Students’ Well-being","https://petition.parliament.uk/petitions/716442","closed",285
"Introduce a new enforcement scheme for businesses that violate the Equality Act ","https://petition.parliament.uk/petitions/716461","closed",34
"Require financial service providers to issue updates about service disruptions","https://petition.parliament.uk/petitions/716471","closed",28
"Review and strengthen enforcement of housing and equality laws in rental sector","https://petition.parliament.uk/petitions/716476","closed",28
"Review safeguarding of disabled children in schools and accessibility ","https://petition.parliament.uk/petitions/716491","closed",48
"Equalise the minimum wage for 18-20 year olds and 21+ workers","https://petition.parliament.uk/petitions/716492","closed",61
"Remove CWS Bill clauses and provide tangible support to home educating parents","https://petition.parliament.uk/petitions/716515","closed",32576
"Allow care workers to bring their families to the UK","https://petition.parliament.uk/petitions/716517","closed",327
"Take action to improve waiting times for access to work applications","https://petition.parliament.uk/petitions/716527","closed",573
"Abolish personal allowance tapering","https://petition.parliament.uk/petitions/716530","closed",40
"Review protections for victims to keep custody of their children","https://petition.parliament.uk/petitions/716548","closed",110
"Require the use of sexed language in government-funded health communications ","https://petition.parliament.uk/petitions/716553","closed",12139
"Introduce 18 year residency and English language requirements to vote in general","https://petition.parliament.uk/petitions/716570","closed",341
"Define Anti-Palestinian Racism (APR) & launch an inquiry into APR","https://petition.parliament.uk/petitions/716576","closed",5017
"Review enforcement of law around vehicle transporter licenses ","https://petition.parliament.uk/petitions/716587","closed",28
"Apply sanctions to the US","https://petition.parliament.uk/petitions/716617","closed",53
"Require food establishments to have adrenaline autoinjectors readily available","https://petition.parliament.uk/petitions/716622","closed",42
"Criminalise homophobia and transphobia","https://petition.parliament.uk/petitions/716635","closed",1239
"Triple government spending on expanding prison capacity","https://petition.parliament.uk/petitions/716652","closed",35
"Recognise the production and serving of cask ale as Intangible Cultural Heritage","https://petition.parliament.uk/petitions/716686","closed",41026
"Improve regulations of holiday rental properties","https://petition.parliament.uk/petitions/716706","closed",71
"Extend universal credit payments to cover 53 week rent years","https://petition.parliament.uk/petitions/716711","closed",67
"Hold a referendum on any proposal to transfer UK overseas territory
","https://petition.parliament.uk/petitions/716731","closed",79
"Introduce legal standards for hedgehog houses","https://petition.parliament.uk/petitions/716755","closed",218
"Require care homes to have a 1 to 5 staff to resident ratio","https://petition.parliament.uk/petitions/716756","closed",39
"Require venues to have full accessibility info on their websites","https://petition.parliament.uk/petitions/716757","closed",777
"Make ""Stolen Valour"" a Criminal Offence","https://petition.parliament.uk/petitions/716765","closed",2472
"Exempt workers over 60 from National Insurance payments","https://petition.parliament.uk/petitions/716793","closed",454
"Stop the DVLA selling information to private companies","https://petition.parliament.uk/petitions/716819","closed",105
"Hold an urgent Citizens’ Assembly on AI and enact its recommendations","https://petition.parliament.uk/petitions/716823","closed",85
"Prevent the switching off of analogue landlines and fund public payphones","https://petition.parliament.uk/petitions/716843","closed",69
"Introduce publicly accessible naloxone distribution points in high risk areas","https://petition.parliament.uk/petitions/716866","closed",34
"Stronger Product Safety & Copyright protection on Non-UK E-Commerce Platforms","https://petition.parliament.uk/petitions/716873","closed",159
"Add animal care to the national curriculum ","https://petition.parliament.uk/petitions/716897","closed",69
"Ban state schools from making Religious Studies a mandatory GCSE subject","https://petition.parliament.uk/petitions/716922","closed",42
"Put the dangers of methanol poisoning on the school curriculum","https://petition.parliament.uk/petitions/716935","closed",12442
"Require CCTV cameras in all SEN schools and settings such as transport","https://petition.parliament.uk/petitions/716939","closed",377
"Provide urgent ring-fenced funding for counsellors in every school in England","https://petition.parliament.uk/petitions/716942","closed",847
"Change the switch back to British Summer Time (BST) to approx 1st March","https://petition.parliament.uk/petitions/716983","closed",36
"Specify China under Enhanced Tier of the Foreign Influence Registration Scheme","https://petition.parliament.uk/petitions/716992","closed",5914
"Do not support deployment of small modular reactors","https://petition.parliament.uk/petitions/717008","closed",19
"Replace percentage pay increases with flat rate rise for public sector employees","https://petition.parliament.uk/petitions/717026","closed",30
"Allow Sponsored workers to work for 24hrs per week in a second job ","https://petition.parliament.uk/petitions/717033","closed",27
"Amend the guidance on developing school uniform policy: require practicality","https://petition.parliament.uk/petitions/717040","closed",100
"Review anti-dumping measures and duties","https://petition.parliament.uk/petitions/717056","closed",19
"Provide funding for nit nurses to visit schools","https://petition.parliament.uk/petitions/717062","closed",40
"End the Injustice: Grant British Nationals (Overseas) Full UK Citizenship","https://petition.parliament.uk/petitions/717065","closed",36182
"Require airlines to provide/sell sanitary products","https://petition.parliament.uk/petitions/717071","closed",49
"Review marginal cost pricing and energy bills","https://petition.parliament.uk/petitions/717088","closed",64
"Grant £10K per year to small retailers facing losses from shoplifting","https://petition.parliament.uk/petitions/717092","closed",305
"Make St Swithin's Day a Bank Holiday","https://petition.parliament.uk/petitions/717103","closed",39
"Reform the taxation system: Increase the number of tax bands & abolish NI & VAT","https://petition.parliament.uk/petitions/717108","closed",74
"Treat unmarried couples the same as married couples for inheritance tax","https://petition.parliament.uk/petitions/717117","closed",28
"Extend FOIA to any private company providing services under government contract","https://petition.parliament.uk/petitions/717120","closed",675
"Legislate for Mobile Phones to have Hardware ""Kill Switch"" to help reduce thefts","https://petition.parliament.uk/petitions/717126","closed",46
"Amend planning regulations to help enable commercial on-site living spaces","https://petition.parliament.uk/petitions/717130","closed",17
"Stop self-employed parents from using the CMS","https://petition.parliament.uk/petitions/717141","closed",22
"Set an ambitious target for building more apartments","https://petition.parliament.uk/petitions/717178","closed",19
"Fund more doctor postgraduate training posts in the NHS","https://petition.parliament.uk/petitions/717182","closed",553
"Unban the supply of plastic straws, stirrers and cotton buds","https://petition.parliament.uk/petitions/717192","closed",35
"Require councils to limit temporary accommodation to a maximum of 4 years","https://petition.parliament.uk/petitions/717197","closed",190
"Repeal the Investigatory Powers Act","https://petition.parliament.uk/petitions/717199","closed",192
"Strengthen law on tortoise breeding, ownership and imports","https://petition.parliament.uk/petitions/717208","closed",37
"Abolish stamp duty for downsizers of pension age","https://petition.parliament.uk/petitions/717227","closed",43
"Cap the cost of council fines at 100% of the original charge","https://petition.parliament.uk/petitions/717233","closed",28
"Require licences for all air guns, including bb guns, and knives","https://petition.parliament.uk/petitions/717243","closed",42
"Introduce a minimum trainee teacher wage equivalent to Teaching Assistant salary","https://petition.parliament.uk/petitions/717249","closed",559
"Require banks and building societies to keep providing pass books for savings","https://petition.parliament.uk/petitions/717264","closed",36
"Require air-freighted produce to be labelled as such","https://petition.parliament.uk/petitions/717266","closed",25
"Require candidates for MP to be registered to vote and residents of the UK ","https://petition.parliament.uk/petitions/717298","closed",5806
"Ban lab grown meat for pet food, and do not approve it for human consumption","https://petition.parliament.uk/petitions/717302","closed",69
"Start a government ""do not drop litter"" campaign","https://petition.parliament.uk/petitions/717322","closed",1186
"Require schools to teach about organised crime & increase police funding ","https://petition.parliament.uk/petitions/717326","closed",23
"Establish a Royal Commission on assisted dying","https://petition.parliament.uk/petitions/717366","closed",1473
"Create a new national agency specifically dealing with anti-social behaviour","https://petition.parliament.uk/petitions/717378","closed",35
"Make substance use during pregnancy and breastfeeding a specific offence","https://petition.parliament.uk/petitions/717389","closed",56
"Raise the 20% tax bracket to £20,000 and 40% tax bracket to £80,180","https://petition.parliament.uk/petitions/717392","closed",132
"Change child maintenance liability so it's not based on income","https://petition.parliament.uk/petitions/717395","closed",49
"Create a new independent regulatory body for vets","https://petition.parliament.uk/petitions/717434","closed",1793
"Ban workplace or private pensions being considered in divorce settlements","https://petition.parliament.uk/petitions/717443","closed",40
"Stop Energy Companies charging more for day time usage when on Economy 7","https://petition.parliament.uk/petitions/717458","closed",25
"Issue a statement defending Canada’s Sovereignty","https://petition.parliament.uk/petitions/717482","closed",64
"Hold a UK referendum before joining any defence and security pact with the EU.","https://petition.parliament.uk/petitions/717489","closed",23530
"Allow vehicles to be road taxed in 3 month increments","https://petition.parliament.uk/petitions/717498","closed",17
"Change Long Service medal for UK emergency personnel from 20 years to 15 years","https://petition.parliament.uk/petitions/717510","closed",17
"Create an Emergency Services medal for members that are injured on duty","https://petition.parliament.uk/petitions/717518","closed",568
"Grace period for UK Tax Residents to Report Worldwide Income and Assets","https://petition.parliament.uk/petitions/717519","closed",163
"Government to only issue contracts to organisations that have a DEI policy","https://petition.parliament.uk/petitions/717528","closed",102
"Review NHS Policies relating to surgery for transgender people","https://petition.parliament.uk/petitions/717558","closed",53
"Impose a 25% tariff on all goods imported into the UK","https://petition.parliament.uk/petitions/717565","closed",11
"Ban the sale of secondhand and unroadworthy cars to underage drivers","https://petition.parliament.uk/petitions/717568","closed",854
"Change law regarding owners giving up their dogs","https://petition.parliament.uk/petitions/717598","closed",422
"Launch a public enquiry into Veterans UK","https://petition.parliament.uk/petitions/717609","closed",2192
"Require all Family Law Professionals to have training on neurodivergence ","https://petition.parliament.uk/petitions/717617","closed",67
"Review the curriculum to prioritise practical skills","https://petition.parliament.uk/petitions/717620","closed",30
"Remove visa requirements for non-UK spouses of UK citizens to visit the UK","https://petition.parliament.uk/petitions/717651","closed",178
"Require all schools to let pupils wear their own clothes on Monday and Friday","https://petition.parliament.uk/petitions/717653","closed",187
"Legalise the picking, buying, selling and consumption of psilocybin Mushrooms","https://petition.parliament.uk/petitions/717659","closed",172
"Require providers of temporary accommodation to allow pets ","https://petition.parliament.uk/petitions/717673","closed",47
"Require schools to teach students about knife crime as part of the curriculum","https://petition.parliament.uk/petitions/717674","closed",150
"2-year ILR spouse visa route for all long-term residents on prior visas ","https://petition.parliament.uk/petitions/717683","closed",47
"Provide funding for a programme to clear the rubble & rebuild in Gaza","https://petition.parliament.uk/petitions/717684","closed",283
